code;name;category;stock_quantity;simple_description;display_order;visible
05280;CARG LDNIO 45W A2526 3.0 TC A C;CARGADORES / POWERBANKS;8;🔌 45W ⚡ carga rápida y segura;204;1
038605;AUDIF ECCO K7 BLANCO;AUDIFONOS / MICROFONOS;187;🎧 Manos libres 🎵 audio claro para uso diario;205;1
052081;CARG MI TRAV CH NJ35 33W TIPO C;CARGADORES / POWERBANKS;6;🔌 33W ⚡ carga rápida y segura;206;1
01053;DDS ADATA 240GB;MICRO SD / PEN DRIVES / DISCOS DUROS;5;💽 240GB ⚡ rendimiento rápido y estable;207;1
057001;POWER BANK ANSTY AP-039 10000;CARGADORES / POWERBANKS;49;🔋 alta capacidad ⚡ carga rápida y confiable;208;1
057002;POWER BANK ANSTY AP-038 10000;CARGADORES / POWERBANKS;47;🔋 alta capacidad ⚡ carga rápida y confiable;209;1
024109;CABLE LDNIO AUX AD LS-Y81I 1M TIP;CABLES / ADAPTADORES;33;🎧 AUX dual 🔌 compatible Type-C y iPhone;210;1
051107;CUBO SAMSUNG 25W NEGRO;CARGADORES / POWERBANKS;0;🔌 25W ⚡ carga rápida y segura;211;1
02161;CABLE EARLDOM AUX 15 1M;CABLES / ADAPTADORES;44;🎧 AUX 1m 🔊 sonido claro y estable;212;1
02024;CABLE LDNIO LS442 NYLON 2M IOS;CABLES / ADAPTADORES;64;🔌 2m ⚡ carga estable para iPhone;213;1
051105;CUBO SAMSUNG 45W BLANCO;CARGADORES / POWERBANKS;12;🔌 45W ⚡ carga rápida y segura;214;1
024105;ADAPT LDNIO HUB DS-44C USB;CABLES / ADAPTADORES;18;🔌 HUB USB ⚡ expande puertos fácilmente;215;1
053002;JACK GN IPHONE;CARGADORES / POWERBANKS;11;🎧 Jack Lightning 🔊 audio práctico para iPhone;216;1
05174;AUTO CAR LDNIO 36W C1 TIPO C A C;CARGADORES / POWERBANKS;31;🚗 36W ⚡ carga rápida en el vehículo;217;1
07307;EXTEN TP-LINK RANGO N300MBP TL-WA8;PRODUCTOS DE COMPUTACIÓN;26;📶 Extensor WiFi 🌐 mejora cobertura y señal;218;1
01076;FLASH MEMORY ADATA 64GB;MICRO SD / PEN DRIVES / DISCOS DUROS;10;💾 64GB ⚡ almacenamiento portátil y práctico;219;1
07181;MOUSE QUASAD QM-703U CON CABLE GRI;PRODUCTOS DE COMPUTACIÓN;91;🖱️ Mouse USB 💻 cómodo y preciso;220;1
056652;AUTO CAR ANSTY CAR-021T TC;CARGADORES / POWERBANKS;79;🚗 Cargador auto ⚡ carga rápida en el vehículo;221;1
05011;CARG LDNIO 12W A2201 2.4 IOS;CARGADORES / POWERBANKS;50;🔌 12W ⚡ carga rápida y segura;222;1
01090;MEMORIA MICRO SD SPEED 4GB;MICRO SD / PEN DRIVES / DISCOS DUROS;0;📱 4GB ⚡ almacenamiento portátil y confiable;223;1
03832;AUDIF LDNIO BT13 NEGRO;AUDIFONOS / MICROFONOS;22;🎧 Bluetooth 🔋 sonido claro y batería práctica;224;1
052111;CARG MI GAN POWER 67W PD TIPO C;CARGADORES / POWERBANKS;16;🔌 67W ⚡ carga rápida y segura;225;1
02135;CABLE LDNIO LC651C 30W 1M TC A C;CABLES / ADAPTADORES;14;🔌 30W USB-C ⚡ carga rápida y estable;226;1
03190;AUDIFONO AKG TIPO C;AUDIFONOS / MICROFONOS;51;🎧 USB-C 🎵 sonido claro y moderno;227;1
024106;ADAPT LDNIO HUB DS-34C TC;CABLES / ADAPTADORES;26;🔌 HUB USB-C ⚡ múltiples conexiones rápidas;228;1
02098;CABLE LDNIO LS632 2M IOS;CABLES / ADAPTADORES;120;🔌 2m ⚡ carga estable para iPhone;229;1
03130;AUDIF LDNIO ML HP03;AUDIFONOS / MICROFONOS;1;🎧 Manos libres 🎵 audio claro para uso diario;230;1
05112;AUTO CAR LDNIO BT 25W C706Q  TIPO;CARGADORES / POWERBANKS;23;🚗 25W ⚡ carga rápida en el vehículo;231;1
05027;AUTO CAR LDNIO DL-C17 2.0 V8;CARGADORES / POWERBANKS;5;🚗 Cargador auto ⚡ carga rápida en el vehículo;232;1
07302;EXTEN TP-LINK DE COBER 300MBP WA85;PRODUCTOS DE COMPUTACIÓN;17;📶 Extensor WiFi 🌐 mejora cobertura y señal;233;1
01088;FLASH MEMORY SPEED 32GB;MICRO SD / PEN DRIVES / DISCOS DUROS;214;💾 32GB ⚡ almacenamiento portátil y práctico;234;1
09007;FUENTE DE PODER QUASAD 850W 4 PIN;RICH;0;⚡ Fuente de poder 💻 energía estable para PC;235;1
02160;CABLE EARLDOM AUX 12 1M;CABLES / ADAPTADORES;124;🎧 AUX 1m 🔊 sonido claro y estable;236;1
05187;CARG LDNIO 30W A2527 3.0 IOS;CARGADORES / POWERBANKS;0;🔌 30W ⚡ carga rápida y segura;237;1
070041;MOUSE GENIUS NX-7005 USB NEGRO;PRODUCTOS DE COMPUTACIÓN;0;🖱️ Mouse USB 💻 cómodo y preciso;238;1
05687;CARG ANSTY 120W Q062 TIPO C;CARGADORES / POWERBANKS;106;🔌 120W ⚡ carga rápida y segura;239;1
07500;MOUSEPAD COLORES;PRODUCTOS DE COMPUTACIÓN;83;🖱️ Mouse USB 💻 cómodo y preciso;240;1
07080;TECL GENIUS KB117 NEGRO;PRODUCTOS DE COMPUTACIÓN;0;⌨️ Teclado USB 💻 práctico y cómodo;241;1
06017;BATERIA NOKIA BL4C;BATERIAS;1;🔋 Batería de repuesto 📱 energía confiable para celular;242;1
05699;CARG ANSTY 50W Q-057 TC A C;CARGADORES / POWERBANKS;0;🔌 50W ⚡ carga rápida y segura;243;1
07604;PARL ECCO CPU EC-CK4;PRODUCTOS DE COMPUTACIÓN;200;🔊 Parlante para PC 💻 sonido claro y práctico;244;1
038607;AUDIF ECCO K7 AZUL;AUDIFONOS / MICROFONOS;112;🎧 Manos libres 🎵 audio claro para uso diario;245;1
03131;AUDIF LDNIO ML HP04;AUDIFONOS / MICROFONOS;0;🎧 Manos libres 🎵 audio claro para uso diario;246;1
031083;AUDIF AIRPODS PRO 5TA GEN PANT;AUDIFONOS / MICROFONOS;0;🎧 Bluetooth 🔇 audio premium y cancelación de ruido;247;1
03645;AUDIF ANSTY ML E061 BLANCO;AUDIFONOS / MICROFONOS;100;🎧 Manos libres 🎵 audio claro para uso diario;248;1
038606;AUDIF ECCO K7 NEGRO;AUDIFONOS / MICROFONOS;4;🎧 Manos libres 🎵 audio claro para uso diario;249;1
05227;CARG SAMSUNG 120W TRIO USB A C Y C;CARGADORES / POWERBANKS;0;🔌 120W ⚡ múltiples puertos de carga;250;1
05287;CARG LDNIO 27W Q122 TC A C;CARGADORES / POWERBANKS;1;🔌 27W ⚡ carga rápida y segura;251;1
07180;MOUSE QUASAD QM-703U CON CABLE NEG;PRODUCTOS DE COMPUTACIÓN;85;🖱️ Mouse USB 💻 cómodo y preciso;252;1
090121;MAQUINA RICH UV;RICH;9;✂️ Máquina Rich ⚡ precisión profesional para láminas;253;1
07151;TECL ECCO CON CABLE K15;PRODUCTOS DE COMPUTACIÓN;0;⌨️ Teclado USB 💻 práctico y cómodo;254;1
024104;ADAPT LDNIO HUB DS-34U TC;CABLES / ADAPTADORES;23;🔌 HUB USB-C ⚡ múltiples conexiones rápidas;255;1
034040;AUDIF EARLDOM ML E42 BLANCO;AUDIFONOS / MICROFONOS;39;🎧 Manos libres 🎵 audio claro para uso diario;256;1
05301;BLUETOOTH AUTO LV-B01;CARGADORES / POWERBANKS;65;🚗 Bluetooth auto 🎵 música y llamadas fácilmente;257;1
041203;TV BOX MXQPRO 5G;PARLANTES / SMARTWATCH / TV BOX;6;📺 Android TV 📡 WiFi 5G streaming rápido y fluido;258;1
01065;ENCLOSURE ARGOM 2.51nc SATA;MICRO SD / PEN DRIVES / DISCOS DUROS;4;💽 Enclosure SATA ⚡ convierte discos en almacenamiento externo;259;1
024107;ADAPT LDNIO HUB DS-44U USB;CABLES / ADAPTADORES;25;🔌 HUB USB ⚡ expande puertos fácilmente;260;1
05226;CUBO SAMSUNG TRIO USB A C Y C;CARGADORES / POWERBANKS;7;🔌 Trío ⚡ múltiples puertos de carga;261;1
07153;TECL ECCO CON CABLE EC K31;PRODUCTOS DE COMPUTACIÓN;0;⌨️ Teclado USB 💻 práctico y cómodo;262;1
03200;AUDIF LDNIO BT T01 NEGRO;AUDIFONOS / MICROFONOS;3;🎧 Bluetooth 🔋 sonido claro y batería práctica;263;1
03132;AUDIF LDNIO ML HP05;AUDIFONOS / MICROFONOS;0;🎧 Manos libres 🎵 audio claro para uso diario;264;1
041202;TV STICK ANDROID TV 4K;PARLANTES / SMARTWATCH / TV BOX;46;📺 TV Stick ⚡ convierte tu televisor en Smart TV;265;1
040923;PARL LDNIO SPEAKER BTS13;PARLANTES / SMARTWATCH / TV BOX;17;🔊 Parlante Bluetooth 🎵 sonido potente y portátil;266;1
03185;AUDIF P47 DI NEGRO;AUDIFONOS / MICROFONOS;88;🎧 Bluetooth 🔊 diadema cómoda y buen sonido;267;1
03206;AUDIF LDNIO BT T02 NEGRO;AUDIFONOS / MICROFONOS;2;🎧 Bluetooth 🔋 sonido claro y batería práctica;268;1
05242;OTG LDNIO LC 290 USB A IP;CARGADORES / POWERBANKS;6;🔌 iPhone a USB 📱 conecta memorias y accesorios;269;1
05555;CARG LDNIO 27W A1206C TC A C;CARGADORES / POWERBANKS;0;🔌 27W ⚡ carga rápida y segura;270;1
05225;CARG SAMSUNG 65W TRIO USB A C Y C;CARGADORES / POWERBANKS;0;🔌 65W ⚡ múltiples puertos de carga;271;1
07250;MOUSE EARLDOM KM2 CON CABLE NEGRO;PRODUCTOS DE COMPUTACIÓN;43;🖱️ Mouse USB 💻 cómodo y preciso;272;1
02034;CABLE HDMI 3 MTS;CABLES / ADAPTADORES;72;📺 3 m ⚡ imagen y sonido en alta calidad;273;1
052061;CARG MI GAN CARG NJ34 67W TC A C;CARGADORES / POWERBANKS;43;🔌 67W ⚡ carga rápida y segura;274;1
042501;PARL ES-300 NEGRO;PARLANTES / SMARTWATCH / TV BOX;2;🔊 Parlante Bluetooth 🎵 sonido potente y portátil;275;1
07304;ROUTER TP-LINK INAL 300MPBS WR840N;PRODUCTOS DE COMPUTACIÓN;8;📡 Router WiFi 🌐 conexión estable para el hogar;276;1
034042;AUDIF EARLDOM ML E74C TIPO C;AUDIFONOS / MICROFONOS;40;🎧 USB-C 🎵 sonido claro y moderno;277;1
038613;AUDIF ECCO EC-T24 NEGRO;AUDIFONOS / MICROFONOS;36;🎧 Manos libres 🎵 audio claro para uso diario;278;1
0508011;AUTO HOLDER LDNIO MW21-1 USB A C;CARGADORES / POWERBANKS;40;🚗 Soporte auto 📱 firme, práctico y resistente;279;1
07308;ADAPT TP-LINK BLUETOOTH 5.0 UB500;PRODUCTOS DE COMPUTACIÓN;8;📡 Adaptador USB 🌐 conexión práctica y estable;280;1
03813;AUDIF LDNIO BT T05 NEGRO;AUDIFONOS / MICROFONOS;3;🎧 Bluetooth 🔋 sonido claro y batería práctica;281;1
051103;CUBO SAMSUNG 25W BLANCO;CARGADORES / POWERBANKS;0;🔌 25W ⚡ carga rápida y segura;282;1
09009;REGULADOR QUASAD QAVR-1050 1000VA;RICH;0;🔌 Regulador eléctrico ⚡ protege equipos de voltaje;283;1
038612;AUDIF ECCO EC-T24 BLANCO;AUDIFONOS / MICROFONOS;40;🎧 Manos libres 🎵 audio claro para uso diario;284;1
052771;CARG LDNIO 35W A2528C TC A C;CARGADORES / POWERBANKS;0;🔌 35W ⚡ carga rápida y segura;285;1
052861;CARG LDNIO 65W Q4 C A C BLANCO;CARGADORES / POWERBANKS;12;🔌 65W ⚡ carga rápida y segura;286;1
05123;AUTO HOLDER LDNIO MG10 NEGRO;CARGADORES / POWERBANKS;26;🚗 Soporte auto 📱 firme, práctico y resistente;287;1
07074;MOUSE GENIUS NX-7007 USB NEGRO;PRODUCTOS DE COMPUTACIÓN;0;🖱️ Mouse USB 💻 cómodo y preciso;288;1
038321;AUDIF LDNIO BT13 BEIGE;AUDIFONOS / MICROFONOS;17;🎧 Bluetooth 🔋 sonido claro y batería práctica;289;1
03133;AUDIF LDNIO ML HP06;AUDIFONOS / MICROFONOS;3;🎧 Manos libres 🎵 audio claro para uso diario;290;1
05275;CARG LDNIO 30W A2527C TC A TC;CARGADORES / POWERBANKS;0;🔌 30W ⚡ carga rápida y segura;291;1
07312;EXTEN MERCUSYS DE RANGO MW300RE;PRODUCTOS DE COMPUTACIÓN;8;📶 Extensor WiFi 🌐 mejora cobertura y señal;292;1
04365;PARL LIDIMI MINI LD S703 NEGRO;PARLANTES / SMARTWATCH / TV BOX;4;🔊 Parlante Bluetooth 🎵 sonido potente y portátil;293;1
02190;CABLE LDNIO LC-96U 100W 3 EN 1;CABLES / ADAPTADORES;15;🔌 100W multi cable ⚡ carga varios dispositivos;294;1
07310;ADAPT TP-LINK 150MBPS TL-WN725N;PRODUCTOS DE COMPUTACIÓN;13;📡 Adaptador USB 🌐 conexión práctica y estable;295;1
03811;AUDIF LDNIO BT T08 NEGRO;AUDIFONOS / MICROFONOS;2;🎧 Bluetooth 🔋 sonido claro y batería práctica;296;1
035061;MICROF EARLDOM ET-MC81 C;AUDIFONOS / MICROFONOS;10;🎙️ Micrófono compacto 🎧 audio claro para grabar;297;1
05557;AUTO CAR LDNIO 30W C107 RETRACTIL;CARGADORES / POWERBANKS;11;🚗 30W ⚡ carga rápida en el vehículo;298;1
01046;DDS WESTERN DIGITAL 240GB;MICRO SD / PEN DRIVES / DISCOS DUROS;0;💽 240GB ⚡ rendimiento rápido y estable;299;1
03507;MICROF F11-2 C IP AUX;AUDIFONOS / MICROFONOS;15;🎧 AUX 1m 🔊 sonido claro y estable;300;1
07560;TECL MINI KEYBOARD BACKLIT;PRODUCTOS DE COMPUTACIÓN;16;⌨️ Teclado iluminado 💡 cómodo y gamer;301;1
05240;OTG LDNIO LC 270 C A IP;CARGADORES / POWERBANKS;0;🔌 iPhone a USB-C 📱 conexión práctica y rápida;302;1
03890;AUDIF LDNIO BT T10 BEIGE;AUDIFONOS / MICROFONOS;4;🎧 Bluetooth 🔋 sonido claro y batería práctica;303;1
07309;ADAPT TP-LINK MINI WLS TL-WN823N;PRODUCTOS DE COMPUTACIÓN;11;📡 Adaptador USB 🌐 conexión práctica y estable;304;1
04335;PARL MS 2032 BT;PARLANTES / SMARTWATCH / TV BOX;6;🔊 Parlante Bluetooth 🎵 sonido potente y portátil;305;1
03646;AUDIF ANSTY ML E062 NEGRO;AUDIFONOS / MICROFONOS;58;🎧 Manos libres 🎵 audio claro para uso diario;306;1
070011;MOUSE GENIUS DX-110 USB ROJO;PRODUCTOS DE COMPUTACIÓN;0;🖱️ Mouse USB 💻 cómodo y preciso;307;1
03149;AUDIF LDNIO ML HP02;AUDIFONOS / MICROFONOS;10;🎧 Manos libres 🎵 audio claro para uso diario;308;1
070012;MOUSE GENIUS DX-110 USB AZUL;PRODUCTOS DE COMPUTACIÓN;0;🖱️ Mouse USB 💻 cómodo y preciso;309;1
07122;TECL JEDEL+ MOUSE GK106 NEGRO;PRODUCTOS DE COMPUTACIÓN;39;⌨️ Combo teclado y mouse 💻 práctico para oficina;310;1
043551;PARL ECCO T7 VERDE;PARLANTES / SMARTWATCH / TV BOX;10;🔊 Parlante Bluetooth 🎵 sonido potente y portátil;311;1
03817;AUDIF LDNIO BT T09 NEGRO;AUDIFONOS / MICROFONOS;2;🎧 Bluetooth 🔋 sonido claro y batería práctica;312;1
05628;CARG ECCO 45W FAST CHARGER TC A C;CARGADORES / POWERBANKS;281;🔌 45W ⚡ carga rápida y segura;313;1
070030;MOUSE GENIUS DX-MINI NEGRO;PRODUCTOS DE COMPUTACIÓN;35;🖱️ Mouse USB 💻 cómodo y preciso;314;1
043554;PARL ECCO T7 AZUL;PARLANTES / SMARTWATCH / TV BOX;6;🔊 Parlante Bluetooth 🎵 sonido potente y portátil;315;1
038901;AUDIF LDNIO BT T10 NEGRO;AUDIFONOS / MICROFONOS;25;🎧 Bluetooth 🔋 sonido claro y batería práctica;316;1
052014;CARG SPARK 30C 33W USB A C;CARGADORES / POWERBANKS;47;🔌 33W ⚡ carga rápida y segura;317;1
09103;AGUJA DE REEMPLAZO;RICH;36;🛠️ Accesorio técnico ✨ práctico para trabajo profesional;318;1
031851;AUDIF P47 DI BLANCO;AUDIFONOS / MICROFONOS;7;🎧 Bluetooth 🔊 diadema cómoda y buen sonido;319;1
04340;PARL ZQS-8308 SING-E;PARLANTES / SMARTWATCH / TV BOX;16;🔊 Parlante karaoke 🎤 potencia y diversión;320;1
032061;AUDIF LDNIO BT T02 BLANCO;AUDIFONOS / MICROFONOS;1;🎧 Bluetooth 🔇 audio premium y cancelación de ruido;321;1
03809;AUDIF LDNIO BT T07 NEGRO;AUDIFONOS / MICROFONOS;0;🎧 Bluetooth 🔋 sonido claro y batería práctica;322;1
03834;AUDIF LELISU DI LS-231 NEGRO;AUDIFONOS / MICROFONOS;0;🎧 Bluetooth 🔊 diadema cómoda y buen sonido;323;1
02114;CABLE LDNIO LS661 1M TIPO C;CABLES / ADAPTADORES;0;🔌 1m ⚡ carga rápida Type-C;324;1
05241;OTG LDNIO LC 280 USB A C;CARGADORES / POWERBANKS;50;🔌 USB-C a USB 📱 conecta pendrive y accesorios;325;1
020703;CABLE LDNIO AUX LS-Y91A 1M;CABLES / ADAPTADORES;0;🎧 AUX 1m 🔊 sonido claro y estable;326;1
01030;DDS KINGSTON A400 240GB;MICRO SD / PEN DRIVES / DISCOS DUROS;0;💽 240GB ⚡ rendimiento rápido y estable;327;1
04372;PARL BOMBOX P172 NEGRO;PARLANTES / SMARTWATCH / TV BOX;1;🔊 Parlante Bluetooth 🎵 sonido potente y portátil;328;1
02073;CABLE HDMI 1.5 MTS;CABLES / ADAPTADORES;201;📺 1.5 m ⚡ imagen y sonido en alta calidad;329;1
05288;CARG LDNIO 33W Q2 TC A C;CARGADORES / POWERBANKS;55;🔌 33W ⚡ carga rápida y segura;330;1
05281;CARG LDNIO 45W A2526 3.0 TC A IP;CARGADORES / POWERBANKS;9;🔌 45W ⚡ carga rápida y segura;331;1
05712;CUBO ANSTY 12W;CARGADORES / POWERBANKS;297;🔌 12W ⚡ carga rápida y segura;332;1
01056;DDS WESTERN DIGITAL 480GB;MICRO SD / PEN DRIVES / DISCOS DUROS;4;💽 480GB ⚡ rendimiento rápido y estable;333;1
070391;MOUSE ECCO CON CABLE CP72;PRODUCTOS DE COMPUTACIÓN;475;🖱️ Mouse USB 💻 cómodo y preciso;334;1
07123;MOUSE JEDEL ERGONOMICO W925;PRODUCTOS DE COMPUTACIÓN;58;🖱️ Mouse USB 💻 cómodo y preciso;335;1
042702;PARL BT MS-2031;PARLANTES / SMARTWATCH / TV BOX;1;🔊 Parlante Bluetooth 🎵 sonido potente y portátil;336;1
04376;PARL LIDIMI LD S648 NEGRO;PARLANTES / SMARTWATCH / TV BOX;16;🔊 Parlante Bluetooth 🎵 sonido potente y portátil;337;1
05133;BASE LDNIO CARGA INALAMBRICA 32W A;CARGADORES / POWERBANKS;1;⚡ Base inalámbrica 🔋 carga práctica para escritorio;338;1
036461;AUDIF ANSTY ML E062 BLANCO;AUDIFONOS / MICROFONOS;42;🎧 Manos libres 🎵 audio claro para uso diario;339;1
03818;AUDIF LDNIO BT T09 BLANCO;AUDIFONOS / MICROFONOS;0;🎧 Bluetooth 🔇 audio premium y cancelación de ruido;340;1
03836;AUDIF MARIO BT + RELOJ ROJO;AUDIFONOS / MICROFONOS;2;🎧 Bluetooth ⌚ combo audífonos + reloj;341;1
07502;CARG LAPTOP VARIAS ENTRADAS;PRODUCTOS DE COMPUTACIÓN;10;🔌 Cargador ⚡ carga rápida y segura;342;1
032921;AUDIF BT WIRELESS PRO 5S NEGRO;AUDIFONOS / MICROFONOS;62;🎧 Bluetooth 🔇 audio premium y cancelación de ruido;343;1
034003;AUDIF LDNIO ML HP08;AUDIFONOS / MICROFONOS;6;🎧 Manos libres 🎵 audio claro para uso diario;344;1
09001;REGULADOR CDP RU-AVR604  4 NEMA;RICH;6;🔌 Regulador eléctrico ⚡ protege equipos de voltaje;345;1
07064;MOUSE JEDEL GAMER CP77;PRODUCTOS DE COMPUTACIÓN;2;🖱️ Mouse gamer ⚡ precisión y respuesta rápida;346;1
043741;PARL LIDIMI LD S647 AZUL;PARLANTES / SMARTWATCH / TV BOX;10;🔊 Parlante Bluetooth 🎵 sonido potente y portátil;347;1
07121;TECL JEDEL + MOUSE WIR WS681;PRODUCTOS DE COMPUTACIÓN;22;⌨️ Combo teclado y mouse 💻 práctico para oficina;348;1
03822;AUDIF LDNIO NECK N01;AUDIFONOS / MICROFONOS;38;🎧 Neckband 🔋 cómodo y batería duradera;349;1
031853;AUDIF P47 DI ROJO;AUDIFONOS / MICROFONOS;0;🎧 Bluetooth 🔊 diadema cómoda y buen sonido;350;1
04391;PARL CAFINI CN S6761AC;PARLANTES / SMARTWATCH / TV BOX;5;🔊 Parlante Bluetooth 🎵 sonido potente y portátil;351;1
07605;PARL JEDEL CPU S-562 TIPO BARRA;PRODUCTOS DE COMPUTACIÓN;28;🔊 Parlante para PC 💻 sonido claro y práctico;352;1
04374;PARL LIDIMI LD S647 NEGRO;PARLANTES / SMARTWATCH / TV BOX;2;🔊 Parlante Bluetooth 🎵 sonido potente y portátil;353;1
041204;TV STICK FIRE;PARLANTES / SMARTWATCH / TV BOX;21;📺 TV Stick ⚡ convierte tu televisor en Smart TV;354;1
032001;AUDIF LDNIO BT T01 DORADO / ROSADO;AUDIFONOS / MICROFONOS;2;🎧 Bluetooth 🔋 sonido claro y batería práctica;355;1
03814;AUDIF LDNIO BT T05 BLANCO;AUDIFONOS / MICROFONOS;0;🎧 Bluetooth 🔇 audio premium y cancelación de ruido;356;1
050805;AUTO HOLDER LDNIO MG03 METAL BLACK;CARGADORES / POWERBANKS;9;🚗 Soporte auto 📱 firme, práctico y resistente;357;1
070621;CAM TP-LINK TAPO C202;PRODUCTOS DE COMPUTACIÓN;0;📷 Cámara WiFi 📡 vigilancia clara y segura;358;1
05277;CARG LDNIO 35W A2528C TC A IP;CARGADORES / POWERBANKS;0;🔌 35W ⚡ carga rápida y segura;359;1
07078;MOUSE GENIUS NX-7007 USB ROJO;PRODUCTOS DE COMPUTACIÓN;0;🖱️ Mouse USB 💻 cómodo y preciso;360;1
04390;PARL CAFINI CN S6760AC;PARLANTES / SMARTWATCH / TV BOX;5;🔊 Parlante Bluetooth 🎵 sonido potente y portátil;361;1
06020;PILA RECARGABLE AA 1.5V No.5;BATERIAS;156;🔋 Pila recargable ⚡ reutilizable y práctica;362;1
06021;PILA RECARGABLE AAA 1.5V No.7;BATERIAS;155;🔋 Pila recargable ⚡ reutilizable y práctica;363;1
03292;AUDIF BT WIRELESS PRO 5S BLANCO;AUDIFONOS / MICROFONOS;15;🎧 Bluetooth 🔇 audio premium y cancelación de ruido;364;1
03207;AUDIF LDNIO BT T03 NEGRO;AUDIFONOS / MICROFONOS;10;🎧 Bluetooth 🔋 sonido claro y batería práctica;365;1
031852;AUDIF P47 DI AZUL;AUDIFONOS / MICROFONOS;9;🎧 Bluetooth 🔊 diadema cómoda y buen sonido;366;1
03506;MICROF EARLDOM ET-MC8 IP;AUDIFONOS / MICROFONOS;9;🎙️ Micrófono compacto 🎧 audio claro para grabar;367;1
07077;MOUSE GENIUS NX-7007 USB AZUL;PRODUCTOS DE COMPUTACIÓN;0;🖱️ Mouse USB 💻 cómodo y preciso;368;1
050885;POWER BANK LDNIO PQ19 10000 mAh;CARGADORES / POWERBANKS;4;🔋 10000 mAh ⚡ carga rápida y confiable;369;1
07021;TECL GENIUS SMART KB-100;PRODUCTOS DE COMPUTACIÓN;0;⌨️ Teclado USB 💻 práctico y cómodo;370;1
07115;TECL QUASAD QC4400U COMBO BLACK;PRODUCTOS DE COMPUTACIÓN;0;⌨️ Combo teclado y mouse 💻 práctico para oficina;371;1
034002;AUDIF LDNIO ML HP09;AUDIFONOS / MICROFONOS;38;🎧 Manos libres 🎵 audio claro para uso diario;372;1
070623;CAM TP-LINK TAPO C120;PRODUCTOS DE COMPUTACIÓN;6;📷 Cámara WiFi 📡 vigilancia clara y segura;373;1
070043;MOUSE GENIUS NX-7005 USB ROJO;PRODUCTOS DE COMPUTACIÓN;0;🖱️ Mouse USB 💻 cómodo y preciso;374;1
07187;MOUSE QUASAD QM-610 WIRL GRIS;PRODUCTOS DE COMPUTACIÓN;121;🖱️ Mouse inalámbrico 🔋 cómodo y práctico;375;1
043721;PARL BOMBOX P172 AZUL;PARLANTES / SMARTWATCH / TV BOX;4;🔊 Parlante Bluetooth 🎵 sonido potente y portátil;376;1
077001;CONTROL DSH WLS PS3 NEGRA;PRODUCTOS DE COMPUTACIÓN;26;📦 Producto práctico ✨ útil para uso diario;377;1
050902;CORTAPICO LDNIO SC3604 2500W*3 + 6;CARGADORES / POWERBANKS;11;🔌 Regleta eléctrica ⚡ múltiples tomas y protección;378;1
010251;FLASH MEMORY SANDISK UL FIT 32GB;MICRO SD / PEN DRIVES / DISCOS DUROS;0;💾 32GB ⚡ diseño compacto y rápido;379;1
070031;MOUSE GENIUS DX-MINI CELESTE;PRODUCTOS DE COMPUTACIÓN;0;🖱️ Mouse USB 💻 cómodo y preciso;380;1
043552;PARL ECCO T7 ROSA;PARLANTES / SMARTWATCH / TV BOX;18;🔊 Parlante Bluetooth 🎵 sonido potente y portátil;381;1
044001;PARL LIDIMI LD S12019 NEGRO;PARLANTES / SMARTWATCH / TV BOX;3;🔊 Parlante Bluetooth 🎵 sonido potente y portátil;382;1
07750;TECL GENIUS + MOUSE OP KM8206S;PRODUCTOS DE COMPUTACIÓN;2;⌨️ Combo teclado y mouse 💻 práctico para oficina;383;1
032071;AUDIF LDNIO BT T03 BLANCO;AUDIFONOS / MICROFONOS;1;🎧 Bluetooth 🔇 audio premium y cancelación de ruido;384;1
09304;PALETA RICH EPU DOBLE;RICH;14;🛠️ Accesorio técnico ✨ práctico para trabajo profesional;385;1
04388;"PARL CAFINI CN S6852AC/Z 8""";PARLANTES / SMARTWATCH / TV BOX;7;🔊 Parlante Bluetooth 🎵 sonido potente y portátil;386;1
07313;ADAPT TP-LINK MINI USB  ARCHER T2U;PRODUCTOS DE COMPUTACIÓN;4;📡 Adaptador USB 🌐 conexión práctica y estable;387;1
03816;AUDIF LDNIO BT T06 BLANCO;AUDIFONOS / MICROFONOS;0;🎧 Bluetooth 🔇 audio premium y cancelación de ruido;388;1
05504;AUTO CAR ENJOY TOGETHER  V8;CARGADORES / POWERBANKS;24;🚗 Cargador auto ⚡ carga rápida en el vehículo;389;1
077012;CONTROL DSH WLS PS4 NEGRO;PRODUCTOS DE COMPUTACIÓN;5;📦 Producto práctico ✨ útil para uso diario;390;1
09301;PALETA RICH GRANDE;RICH;19;🛠️ Accesorio técnico ✨ práctico para trabajo profesional;391;1
043723;PARL BOMBOX P172 ROJO;PARLANTES / SMARTWATCH / TV BOX;2;🔊 Parlante Bluetooth 🎵 sonido potente y portátil;392;1
04336;PARL PORTABLE HF-885;PARLANTES / SMARTWATCH / TV BOX;0;🔊 Parlante Bluetooth 🎵 sonido potente y portátil;393;1
038441;AUDIF JBL BT BUDS AIR2 NEGRO;AUDIFONOS / MICROFONOS;2;🎧 Bluetooth 🔋 sonido claro y batería práctica;394;1
05720;AUTO CAR EARLDOM BT ET-M97 TIPO C;CARGADORES / POWERBANKS;0;🚗 Cargador auto ⚡ carga rápida en el vehículo;395;1
020593;CABLE IP LIGHT 60W 1M TC A TC;CABLES / ADAPTADORES;178;🔌 60W 1m ⚡ carga rápida Type-C;396;1
